id_fila,producto_id,sku_orig,nombre_orig,accion,target_id,lab_real,lab_nuevo,nombre_propuesto,forma,molecula,presentacion,unidades,linea,fuente_desc,desc_candidata,foto_candidata,tier,score,motivo,aprobado
243,38506,ME35286,MONTELUKAST 5 MG X 30 TABLETAS MASTICABLES,ambiguo,39028|39310,"LABORATORIOS L.O. OFTALMI, C.A.",no,,,,,,,cobeca,MONTELUKAST TAB MAST PED 5MG X30 L.O,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92814.jpg,,,2+ candidatos de presentación exacta empatados en mismo tier,no
244,38516,ME37148,MOXIFLOXACINA 400 MG X 7 TABLETAS RECUBIERTAS,asignar,38516,"LABORATORIO LA SANTE, C.A.",no,MOXIFLOXACINA 400 MG X 7 TABLETAS RECUBIERTAS,TABLETAS,Moxifloxacino,,,,cobeca,MOXIFLOXACINA TAB REC 400MG X7 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90066.jpg,0,1002,match T0 score 1002,si
245,38517,ME36486,MOXIFLOXACINA 400 MG X 10 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACIONES BELMARCA, C.A.",si,MOXIFLOXACINA 400 MG X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Moxifloxacino,X 10 COMPRIMIDOS,10,Linea Farmacia,cobeca,MOXIFLOXACINA TAB 400MG X10 CR BEL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25226.jpg,,,lab sin productos en BD,si
246,38531,ME34793,NAPROXENO 250 MG X 10 TABLETAS,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,NAPROXENO 250 MG X 10 TABLETAS,TABLETAS,Naproxeno,X 10 TABLETAS,10,Linea Farmacia,cobeca,NAPROXENO COMP 250MG X10 CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53117.jpg,,,lab existe pero sin match >= T0,si
247,38534,ME31384/5,NEFROTAL H 50 MG - 12.5 MG X 30 COMPRIMIDOS RECUBIERTOS,crear,,"LABORATORIO LA SANTE, C.A.",no,LOSARTAN HCT TABR 50 MG X 30 COMPRIMIDOS,COMPRIMIDOS,Losartan Hct Tabr,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,LOSARTAN/HCT TABR 50MG/12.5MG X30 LA SAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28636.jpg,,,lab existe pero sin match >= T0,si
248,38535,ME31384/4,NEFROTAL H 50 MG - 12.5 MG X 15 COMPRIMIDOS RECUBIERTOS,crear,,"LABORATORIO LA SANTE, C.A.",no,LOSARTAN HCT 50 MG X 15 COMPRIMIDOS,COMPRIMIDOS,Losartan Hct,X 15 COMPRIMIDOS,15,Linea Farmacia,cobeca,"LOSARTAN/HCT TAB 50/12,5MG X15 PHARME",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90067.jpg,,,lab existe pero sin match >= T0,si
249,38536,ME31384/2,NEFROTAL H 50 MG - 12.5 MG X 10 COMPRIMIDOS RECUBIERTOS,crear,,"LABORATORIOS KIMICEG, C.A.",no,LOSARTAN POTASICO HCT 50 MG X 10 COMPRIMIDOS,COMPRIMIDOS,Losartan Potasico Hct,X 10 COMPRIMIDOS,10,Linea Farmacia,cobeca,"LOSARTAN POTA/HCT 50/12,5MG X10 KIMIC",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/93777.jpg,,,lab existe pero sin match >= T0,si
250,38552,ME28779,NIFEDIPINA 10 MG X 14 CAPSULAS,asignar,38552,"LABORATORIO LA SANTE, C.A.",no,NIFEDIPINA 10 MG X 14 CAPSULAS,CAPSULAS,Nifedipino,,,,cobeca,NIFEDIPINA CAP 10MG X14 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27546.jpg,0,1002,match T0 score 1002,si
251,38554,ME25984/2,NIFEDIPINA 10 MG X 10 COMPRIMIDOS DISPERSABLES,crear,,"CASA DE REPRESENTACION LAND, C.A.",si,NIFEDIPINA 10 MG X 10 COMPRIMIDOS DISPERSABLES,COMPRIMIDOS,Nifedipino,X 10 COMPRIMIDOS,10,Linea Farmacia,farmanselmo,NIFEDIPINA 10 MG X10 TABLETAS LAND (E),https://pccentro.net.ve/img/s/5/9/8/4/5/59845-large_default.webp,,,lab sin productos en BD,si
252,38562,ME43051/3,NITROFURANTOINA 100 MG X 300 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACIONES NAUTICA, C.A.",si,NITROFURANTOINA LAPROFF 100 MG X 300 TABLETAS,TABLETAS,Nitrofurantoina Laproff,X 300 TABLETAS,300,Linea Farmacia,cobeca,NITROFURANTOINA CAP 100MG X300 LAPROFF,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51871.jpg,,,lab sin productos en BD,si
253,38563,ME43051/2,NITROFURANTOINA 100 MG X 10 TABLETAS RECUBIERTAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,NITROFURANTOINA 100 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Nitrofurantoina,X 10 TABLETAS,10,Linea Farmacia,cobeca,NITROFURANTOINA TAB 100MG X10 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25663.jpg,,,lab sin productos en BD,si
254,38564,ME44220/2,NITROFURANTOINA 50 MG X 10 TABLETAS RECUBIERTAS,crear,,"KMPLUS PHARMACEUTICALS, C.A.",si,NITROFURANTOINA 50 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Nitrofurantoina,X 10 TABLETAS,10,Linea Farmacia,cobeca,NITROFURANTOINA TAB 50MG X10 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53552.jpg,,,lab sin productos en BD,si
255,38566,ME34437,NITROFURAZONA 0.2 % CREMA,crear,,"CASA DE REPRESENTACION H&M MEDICAL GROUP, C.A.",si,NITROFURAZONA 2 MG / 30 G CREMA,CREMA,Nitrofurazona,CREMA,,Linea Farmacia,cobeca,"NITROFURAZONA UNG 0,2MG 30G HM",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52434.jpg,,,lab sin productos en BD,si
256,38581,ME43411,PREDNISOLONA ACETATO 1 % SUSPENSION OFTALMICA,crear,,"CASA DE REPRESENTACION DAC55, C.A.",no,PREDNISOLONA 3 MG / 60 ML SUSPENSION ORAL,SUSPENSION ORAL,Prednisolona,SUSPENSION ORAL,,Linea Farmacia,cobeca,PREDNISOLONA SOL ORAL 3MG/ML 60ML DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53054.jpg,,,lab sin productos en BD,si
257,38586,ME42964,OLANZAPINA 5 MG X 30 TABLETAS ORODISPERSABLES,crear,,"CORPORACION CLEOPHARMA, C.A.",si,OLANZAPINA 5 MG X 30 TABLETAS ORODISPERSABLES,TABLETAS,Olanzapina,X 30 TABLETAS,30,Linea Farmacia,cobeca,OLANZAPINA TAB 5MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25670.jpg,,,lab sin productos en BD,si
258,38589,ME40904,OLMESARTAN MEDOXOMIL 40 MG - HIDROLOCOTIAZIDA 12.5 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIOS LETI, S.A.V.",no,OLMESARTAN MEDOXOMIL 40 MG - HIDROLOCOTIAZIDA 12.5 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Olmesartan Medoxomil,X 30 TABLETAS,30,Linea Farmacia,cobeca,OLMESARTAN MEDOXOMIL COMP/REC 40MG X 30,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99045.jpg,,,lab existe pero sin match >= T0,si
259,38590,ME42752/2,OLMESARTAN MEDOXOMILO 20 MG X 10 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,OLMESARTAN MEDOXOMILO 20 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Olmesartan Medoxomilo,X 10 TABLETAS,10,Linea Farmacia,cobeca,OLMESARTAN MEDO TAB 20MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/18568.jpg,,,solo match relaxando pack (T2) — presentacion exacta no existe,si
260,38591,ME42752/3,OLMESARTAN MEDOXOMILO 20 MG X 30 TABLETAS RECUBIERTAS,ya_tiene_foto,38587,"LABORATORIOS LETI, S.A.V.",no,,,,,,,cobeca,OLMESARTAN MEDOXOMIL COM/REC 20MG X 30,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99097.jpg,0,1002,producto objetivo ya tiene foto (#38587),no
261,38592,ME40779,OLMESARTAN MEDOXOMIL 20 MG X 30 TABLETAS RECUBIERTAS,ya_tiene_foto,38587,"LABORATORIOS LETI, S.A.V.",no,,,,,,,cobeca,OLMESARTAN MEDOXOMIL COM/REC 20MG X 30,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99097.jpg,0,1002,producto objetivo ya tiene foto (#38587),no
262,38593,ME42751/2,OLMESARTAN MEDOXOMILO 40 MG X 10 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,OLMESARTAN MEDOXOMILO 40 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Olmesartan Medoxomilo,X 10 TABLETAS,10,Linea Farmacia,cobeca,OLMESARTAN MEDO TAB 40MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/18584.jpg,,,solo match relaxando pack (T2) — presentacion exacta no existe,si
263,38594,ME42751/3,OLMESARTAN MEDOXOMILO 40 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIOS LETI, S.A.V.",no,OLMESARTAN MEDOXOMILO 40 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Olmesartan Medoxomilo,X 30 TABLETAS,30,Linea Farmacia,cobeca,OLMESARTAN MEDOXOMIL COMP/REC 40MG X 30,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99045.jpg,,,lab existe pero sin match >= T0,si
264,38596,ME27785/3,OMEPRAZOL 20 MG X 10 CAPSULAS CON MICROGRANULOS ENTERICOS,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,OMEPRAZOL 20 MG X 10 CAPSULAS CON MICROGRANULOS ENTERICOS,CAPSULAS,Omeprazol,X 10 CAPSULAS,10,Linea Farmacia,cobeca,OMEPRAZOL CAP 20MG X10 FMED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53303.jpg,,,lab existe pero sin match >= T0,si
265,38599,ME27785/6,OMEPRAZOL 20 MG X 30 CAPSULAS CON MICROGRANULOS ENTERICOS,asignar,38601,"LABORATORIOS LETI, S.A.V.",no,OMEPRAZOL 20 MG X 30 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA,CAPSULAS,,,,,cobeca,OMEPRAZOL CAP/MICRO G 20MG X 30 GENVEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29950.jpg,0,2,match T0 score 2,si
266,38600,ME27785/2,OMEPRAZOL 20 MG X 7 CAPSULAS CON MICROGRANULOS ENTERICOS,crear,,"LABORATORIOS VARGAS, S.A.",no,OMEPRAZOL 20 MG X 7 CAPSULAS CON MICROGRANULOS ENTERICOS,CAPSULAS,Omeprazol,X 7 CAPSULAS,7,Linea Farmacia,cobeca,OMEPRAZOL CAP 20MG X7 VARG,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20777.jpg,,,lab existe pero sin match >= T0,si
267,38608,ME42404/3,OMEPRAZOL 40 MG X 30 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES,asignar,39327,"LABORATORIOS L.O. OFTALMI, C.A.",no,OMEPRAZOL 40 MG X 30 CAPSULAS GASTRORRESISTENTES,CAPSULAS,,,,,cobeca,OMEPRAZOL CAP 40MG X 30 OFTALMI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50576.jpg,0,2,match T0 score 2,si
268,38609,ME42404/2,OMEPRAZOL 40 MG X 7 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES,asignar,39326,"LABORATORIOS L.O. OFTALMI, C.A.",no,OMEPRAZOL 40 MG X 7 CAPSULAS GASTRORRESISTENTES,CAPSULAS,,,,,cobeca,OMEPRAZOL CAP 40MG X 7 OFTALMI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29583.jpg,0,2,match T0 score 2,si
269,38610,ME41965/3,OMEPRAZOL 40 MG X 30 CAPSULAS GASTRORRESISTENTES,asignar,39327,"LABORATORIOS L.O. OFTALMI, C.A.",no,OMEPRAZOL 40 MG X 30 CAPSULAS GASTRORRESISTENTES,CAPSULAS,,,,,cobeca,OMEPRAZOL CAP 40MG X 30 OFTALMI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50576.jpg,0,2,match T0 score 2,si
270,38613,HO33836,OMEPRAZOL 40 MG X 1 AMPOLLA,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,OMEPRAZOL 40 MG X 1 AMPOLLA,INYECTABLE,Omeprazol,X 1 INYECTABLE,1,Linea Hospitalaria,cobeca,OMEPRAZOL PVO P/SOL INY 40MG X1 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51351.jpg,,,lab sin productos en BD,si
271,38614,ME1221,OMMUNAL (LISADO BACTERIANO) 7 MG X 10 CAPSULAS,crear,,"LABORATORIOS LETI, S.A.V.",no,OMMUNAL (LISADO BACTERIANO) 7 MG X 10 CAPSULAS,CAPSULAS,Ommunal,X 10 CAPSULAS,10,Linea Farmacia,cobeca,OMMUNAL CAP 7MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6053.jpg,,,lab existe pero sin match >= T0,si
272,38617,HO37763/2,ONDANSETRON 8 MG / 4 ML X 1 AMPOLLA,crear,,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,ONDANSETRON 8 MG / 4 ML X 1 AMPOLLA,INYECTABLE,Ondansetron,X 1 INYECTABLE,1,Linea Hospitalaria,cobeca,ONDANSETRON SOL INY IM/IV 8MG/4ML X1 ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53239.jpg,,,lab sin productos en BD,si
273,38618,HO37763/3,ONDANSETRON 8 MG / 4 ML X 5 AMPOLLAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,ONDANSETRON 8 MG / 4 ML X 5 AMPOLLAS,INYECTABLE,Ondansetron,X 5 INYECTABLE,5,Linea Hospitalaria,cobeca,ONDANSETRON INY IV/IM 8MG/4ML X5 DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52480.jpg,,,lab sin productos en BD,si
274,38627,ME36024,ORLISTAT 120 MG X 30 CAPSULAS,crear,,"LABORATORIOS VARGAS, S.A.",no,CRISPLUS ORLISTAT ELEA ZUOZ 120 MG X 30 CAPSULAS,CAPSULAS,Crisplus Orlistat Elea Zuoz,X 30 CAPSULAS,30,Linea Farmacia,farmanselmo,CRISPLUS ORLISTAT 120MG x30 CAPSULAS ELEA ZUOZ (E),https://pccentro.net.ve/img/s/7/9/3/8/1/79381-large_default.webp,,,lab existe pero sin match >= T0,si
275,38629,ME43862,OXCARBAZEPINA 300 MG X 30 TABLETAS RECUBIERTAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,OXCARBAZEPINA 300 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Oxcarbazepina,X 30 TABLETAS,30,Linea Farmacia,cobeca,OXCARBAZEPINA TAB 300MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25662.jpg,,,lab sin productos en BD,si
276,38631,ME25936,OXOLAMINA JARABE,crear,,"LABORATORIOS VALMOR, C.A.",no,OXOLAMINA 120 ML JARABE,JARABE,Oxolamina,JARABE,,Linea Farmacia,cobeca,OXOLAMINA JBE PED 120ML VLM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2771.jpg,,,lab existe pero sin match >= T0,si
277,38636,ME43468,PANTOPRAZOL 40 MG X 7 TABLETAS DE LIBERACION RETARDADA,crear,,"ALESS PHARMACEUTICALS, C.A.",si,PANTOPRAZOL 40 MG X 7 TABLETAS DE LIBERACION RETARDADA,TABLETAS,Pantoprazol,X 7 TABLETAS,7,Linea Farmacia,cobeca,PANTOPRAZOL TAB 40MG X7 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20517.jpg,,,lab sin productos en BD,si
278,38637,ME44653,ATAREM 100 MG / 5 ML SOLUCION ORAL,crear,,CASA DE REPRESENTACION MVGA PHARMA,si,PARACETAMOL PORTU 100 MG / 10 ML SOLUCION ORAL,SOLUCION ORAL,Paracetamol Portu,SOLUCION ORAL,,Linea Farmacia,cobeca,PARACETAMOL GTS 100MG/ML 10ML PORTU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23735.jpg,,,lab sin productos en BD,si
279,38638,HO44116,PARACETAMOL 1 G / 100 ML SOLUCION PARA INFUSION,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,PARACETAMOL 1 G / 100 ML SOLUCION PARA INFUSION,INYECTABLE,Paracetamol,INYECTABLE,,Linea Hospitalaria,cobeca,PARACETAMOL INF INY 1G/100ML CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21339.jpg,,,lab sin productos en BD,si
280,38639,ME37850,PAROXETINA 20 MG X 30 COMPRIMIDOS RECUBIERTAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,PAROXETINA 20 MG X 30 COMPRIMIDOS RECUBIERTAS,COMPRIMIDOS,Paroxetina,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,PAROXETINA TAB 20MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25668.jpg,,,lab sin productos en BD,si
281,38647,ME39670/3,PEGYT 150 MG X 30 CAPSULAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,PREGABALINA 150 MG X 30 CAPSULAS,CAPSULAS,Pregabalina,X 30 CAPSULAS,30,Linea Farmacia,cobeca,PREGABALINA CAP 150MG X30 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52772.jpg,,,lab sin productos en BD,si
282,38651,ME27020,PENTOXIFILINA 400 MG X 30 COMPRIMIDOS RECUBIERTOS DE ACCION PROLONGADA,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,PENTOXIFILINA 400 MG X 30 COMPRIMIDOS RECUBIERTOS DE ACCION PROLONGADA,COMPRIMIDOS,Pentoxifilina,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,PENTOXIFILINA TAB 400MG X30 CR CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21851.jpg,,,lab existe pero sin match >= T0,si
283,38668,ME34513,BREINOX 400 MG X 30 TABLETAS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,PIRACETAM 400 MG X 30 TABLETAS,TABLETAS,Piracetam,X 30 TABLETAS,30,Linea Farmacia,cobeca,PIRACETAM TAB 400MG X30 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50807.jpg,,,lab sin productos en BD,si
284,38669,ME23852,PIROXICAM 20 MG X 10 CAPSULAS,asignar,38669,"LABORATORIO LA SANTE, C.A.",no,PIROXICAM 20 MG X 10 CAPSULAS,CAPSULAS,Piroxicam,,,,cobeca,PIROXICAM CAP 20MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10007.jpg,0,1002,match T0 score 1002,si
285,38682,ME44096,PRENIL 3 MG / 1 ML SOLUCION ORAL,crear,,"CASA DE REPRESENTACION DAC55, C.A.",no,PREDNISOLONA 3 MG / 60 ML SOLUCION ORAL,SOLUCION ORAL,Prednisolona,SOLUCION ORAL,,Linea Farmacia,cobeca,PREDNISOLONA SOL ORAL 3MG/ML 60ML DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53054.jpg,,,lab sin productos en BD,si
286,38683,ME43177,PREDNISOLONA ACETATO 1 % SUSPENSION OFTALMICA,crear,,"LABORATORIOS L.O. OFTALMI, C.A.",no,PREDNISOLONA 5 ML SOLUCION OFTALMICA,SOLUCION OFTALMICA,Prednisolona,SOLUCION OFTALMICA,,Linea Farmacia,cobeca,PREDNISOLONA SUSP/OFT 1% X 5ML OFTALMI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29565.jpg,,,lab existe pero sin match >= T0,si
287,38684,ME43039/2,PREDNISOLONA 5 MG X 10 TABLETAS,crear,,"KMPLUS PHARMACEUTICALS, C.A.",si,PREDNISOLONA 5 MG X 10 TABLETAS,TABLETAS,Prednisolona,X 10 TABLETAS,10,Linea Farmacia,cobeca,PREDNISOLONA TAB 5 MG X 10 KMPLUS,https://mav.farmaciasaas.com/api/images/articulos/23776.jpg,,,lab sin productos en BD,si
288,38685,ME43039/3,PREDNISOLONA 5 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,PREDNISOLONA 5 MG X 30 TABLETAS,TABLETAS,Prednisolona,X 30 TABLETAS,30,Linea Farmacia,cobeca,PREDNISOLONA TAB 5MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21369.jpg,,,lab existe pero sin match >= T0,si
289,38686,ME42866/2,PREDNISOLONA 5 MG X 10 TABLETAS,crear,,"KMPLUS PHARMACEUTICALS, C.A.",si,PREDNISOLONA 5 MG X 10 TABLETAS,TABLETAS,Prednisolona,X 10 TABLETAS,10,Linea Farmacia,cobeca,PREDNISOLONA TAB 5 MG X 10 KMPLUS,https://mav.farmaciasaas.com/api/images/articulos/23776.jpg,,,lab sin productos en BD,si
290,38687,ME42866/3,PREDNISOLONA 5 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,PREDNISOLONA 5 MG X 30 TABLETAS,TABLETAS,Prednisolona,X 30 TABLETAS,30,Linea Farmacia,cobeca,PREDNISOLONA TAB 5MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21369.jpg,,,lab existe pero sin match >= T0,si
291,38691,ME12419/4,PREDNISONA 5 MG X 100 TABLETAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,PREDNISONA 5 MG X 100 TABLETAS,TABLETAS,Prednisona,X 100 TABLETAS,100,Linea Farmacia,cobeca,PREDNISONA TAB 5MG X100 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22275.jpg,,,lab sin productos en BD,si
292,38694,ME42570/3,PREGABALINA 150 MG X 30 CAPSULAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,PREGABALINA 150 MG X 30 CAPSULAS,CAPSULAS,Pregabalina,X 30 CAPSULAS,30,Linea Farmacia,cobeca,PREGABALINA CAP 150MG X30 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52772.jpg,,,lab sin productos en BD,si
293,38695,ME42570/2,PREGABALINA 150 MG X 20 CAPSULAS,ya_tiene_foto,38698,"LABORATORIOS VALMOR, C.A.",no,,,,,,,farmanselmo,PRELIVAL PREGABALINA 150 MG x20 CÁPSULAS VALMORCA (E),https://pccentro.net.ve/img/s/2/5/8/7/0/25870-large_default.webp,0,1002,producto objetivo ya tiene foto (#38698),no
294,38696,ME44579/3,PREGALIS 75 MG X 30 CAPSULAS,crear,,"LABORATORIOS PHARMARIS DE VENEZUELA, C.A.",no,PREGABALINA 75 MG X 30 CAPSULAS,CAPSULAS,Pregabalina,X 30 CAPSULAS,30,Linea Farmacia,cobeca,PREGABALINA CAP 75MG X30 PHARMA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27604.jpg,,,lab sin productos en BD,si
295,38701,ME14671,PREVERAL CON CODEINA JARABE,crear,,"LABORATORIOS VARGAS, S.A.",no,PREVERAL DEXTRO REFORM 120 ML JARABE,JARABE,Preveral Dextro Reform,JARABE,,Linea Farmacia,cobeca,PREVERAL C/DEXTRO JBE REFORM 120ML VARG,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99589.jpg,,,lab existe pero sin match >= T0,si
296,38702,ME39191,PROPRANOLOL 40 MG X 20 TABLETAS,crear,,"LABORATORIO MILAB, C.A.",si,PROPRANOLOL CLORH 40 MG X 20 TABLETAS,TABLETAS,Propranolol Clorh,X 20 TABLETAS,20,Linea Farmacia,cobeca,PROPRANOLOL CLORH COM 40MG X 20 MILAB,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50368.jpg,,,lab sin productos en BD,si
297,38708,ME43431/2,QUETIAPINA 100 MG X 10 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,QUETIAPINA FARMAMED 100 MG X 10 TABLETAS,TABLETAS,Quetiapina Farmamed,X 10 TABLETAS,10,Linea Farmacia,cobeca,QUETIAPINA TAB 100MG X 10 FARMAMED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50162.jpg,,,lab existe pero sin match >= T0,si
298,38709,ME43431/3,QUETIAPINA 100 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIOS PHARMARIS DE VENEZUELA, C.A.",no,QUETIAPINA 100 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Quetiapina,X 30 TABLETAS,30,Linea Farmacia,cobeca,QUETIAPINA TAB 100MG X30 PHARMA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27607.jpg,,,lab sin productos en BD,si
299,38710,ME43426,QUETIAPINA 25 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIOS PHARMARIS DE VENEZUELA, C.A.",no,QUETIAPINA 25 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Quetiapina,X 30 TABLETAS,30,Linea Farmacia,cobeca,QUETIAPINA TAB 25MG X30 PHARMA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27606.jpg,,,lab sin productos en BD,si
300,38711,ME39822,QUETIAZIC 300 MG X 30 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,QUETIAPINA 300 MG X 30 COMPRIMIDOS,COMPRIMIDOS,Quetiapina,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,QUETIAPINA TAB 300MG X30 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51310.jpg,,,lab sin productos en BD,si
301,38719,HO30929,RANITIDINA 50 MG / 2 ML X 10 AMPOLLAS,crear,,"BLUE MEDICAL PHARMACEUTICAL, C.A.",si,RANITIDINA 50 MG / 2 ML X 10 AMPOLLAS,INYECTABLE,Ranitidina,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,RANITIDINA AMP 50MG/2ML X10 BLUE/M,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23534.jpg,,,lab sin productos en BD,si
302,38720,ME26538,RANITIDINA 150 MG X 10 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,RANITIDINA 150 MG X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Ranitidina,X 10 COMPRIMIDOS,10,Linea Farmacia,cobeca,RANITIDINA TAB 150MG X10 MT GLOB,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54366.jpg,,,lab sin productos en BD,si
